=== mini-hermes real experiment transcript ===
started: 2026-08-10T14:35:24+08:00
config: /mnt/d/mini-hermes/config.yaml
gate mode: live

=== PILOT ===
{"ts": "2026-08-10T06:35:31.634362+00:00", "level": "INFO", "logger": "mini_hermes", "event": "experiment_start", "taskName": null, "arm": "control", "seed": 0, "n_tasks": 2, "reps": 3}
{"ts": "2026-08-10T07:41:08.246866+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3971}
{"ts": "2026-08-10T07:41:13.972821+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"ETC extended transformer construction arXiv 2020 Guo\"}"}
{"ts": "2026-08-10T07:41:23.895390+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "8541474a5abe0f3cc7d9c3ac01ba468d", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:23.896471+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 9922}
{"ts": "2026-08-10T07:41:23.897971+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"Performer fast autoregressive transformer linear attention arXiv Choromanski 2020\"}"}
{"ts": "2026-08-10T07:41:26.261834+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "46b88b3421ab5cbbb139f1f4b2132dc7", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:26.262857+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2364}
{"ts": "2026-08-10T07:41:26.264807+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"FNet mixing hidden states fourier transform arXiv Lee-Thorp 2021\"}"}
{"ts": "2026-08-10T07:41:30.446476+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "d657e4b25d363c9df52855fe6e344320", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:30.447451+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 4181}
{"ts": "2026-08-10T07:41:30.448388+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"Linear transformers with favorable fast weights arXiv Katharopoulos 2020\"}"}
{"ts": "2026-08-10T07:41:33.017043+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "57dc641fb5ba41c6463c15310e38c164", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:33.017711+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2568}
{"ts": "2026-08-10T07:41:38.090743+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Sinkhorn Transformer\\\" sparse attention optimal transport arXiv 2020\"}"}
{"ts": "2026-08-10T07:41:39.925188+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "0d8210d0da747ec180e3a8c2c923b2d9", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:39.926139+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1834}
{"ts": "2026-08-10T07:41:39.927058+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"clustered attention fast transformers Vyas 2020 NeurIPS arXiv\"}"}
{"ts": "2026-08-10T07:41:41.878153+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "6172958d6656a4628bdae46867386347", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:41.879300+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1951}
{"ts": "2026-08-10T07:41:41.880172+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"sparse attention survey efficient transformers 2023 2024 arXiv\"}"}
{"ts": "2026-08-10T07:41:50.612239+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "63f8122218b2dc0ca0bcd08d638aecc6", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:50.613198+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 8732}
{"ts": "2026-08-10T07:41:50.614112+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"NSA native sparse attention DeepSeek 2024 2025 arXiv\"}"}
{"ts": "2026-08-10T07:41:52.469966+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "d9bc025f8a79abdce58bfebd5d3110ee", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:52.470760+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1856}
{"ts": "2026-08-10T07:41:57.423574+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Efficient Transformers: A Survey\\\" Tay 2020 arXiv 2009.06732\"}"}
{"ts": "2026-08-10T07:41:59.630157+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "951446a46b1358dc95876cc016bd0c34", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:41:59.630780+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2206}
{"ts": "2026-08-10T07:41:59.631340+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"StreamingLLM\\\" attention sinks Xiao 2023 arXiv ICLR\"}"}
{"ts": "2026-08-10T07:42:05.181196+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "a8305d3127732fe5e037c8a59042bb2b", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:42:05.181912+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 5550}
{"ts": "2026-08-10T07:42:05.182687+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"HiP Attention\\\" sparse sub-quadratic hierarchical pruning 2024 arXiv\"}"}
{"ts": "2026-08-10T07:42:06.786861+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "47c76bf0cd2ac4143e2c2478ac25a122", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:42:06.787401+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 1604}
{"ts": "2026-08-10T07:42:06.788093+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Quest\\\" query-aware sparse attention Tang 2024 arXiv\"}"}
{"ts": "2026-08-10T07:42:08.979997+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "d754dc18c711e87763901c719b1dfdd4", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:42:08.980735+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2192}
{"ts": "2026-08-10T07:42:14.259479+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Quest: Query-aware sparsity\\\" efficient attention Tang Zhao 2024 arXiv ICML\"}"}
{"ts": "2026-08-10T07:42:17.487917+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "de3e4d8437f30c150301e08de5545c58", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:42:17.488752+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 3228}
{"ts": "2026-08-10T07:42:17.489334+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"FlashAttention-2 Dao 2023 arXiv faster attention\"}"}
{"ts": "2026-08-10T07:42:19.569265+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "3c3e2c01bdd3e25604d64d50113965ef", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:42:19.570351+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2080}
{"ts": "2026-08-10T07:42:19.571525+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Native Sparse Attention\\\" NSA Yuan DeepSeek 2025 arXiv ID\"}"}
{"ts": "2026-08-10T07:42:21.903584+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "d8c2c7eb6f5ae4fe1712ae7641fca40d", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:42:21.904388+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2332}
{"ts": "2026-08-10T07:42:21.905316+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Efficient Content-Based Sparse Attention with Routing Transformers\\\" Roy 2021 TACL arXiv\"}"}
{"ts": "2026-08-10T07:42:30.285692+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "fc9a839f6e94b19c810208951db4aaca", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:42:30.286592+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 8380}
{"ts": "2026-08-10T07:43:29.445230+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Perceiver\\\" general transformer attention Jaegle 2021 ICML arXiv\"}"}
{"ts": "2026-08-10T07:43:35.624615+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "60a8b568955372db03cfd440971ae356", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:43:35.625415+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 6179}
{"ts": "2026-08-10T07:43:35.626213+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Autoformer\\\" decomposition transformers time series Wu 2021 NeurIPS arXiv\"}"}
{"ts": "2026-08-10T07:43:38.357327+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "75d844bd8702ed7099159abefdd99958", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:43:38.358077+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2731}
{"ts": "2026-08-10T07:43:38.359576+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"FEDformer\\\" frequency enhanced decomposed transformer Zhou 2022 ICML arXiv\"}"}
{"ts": "2026-08-10T07:43:41.040711+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "b4994782068b4b2eb32a96ade59e9fdd", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:43:41.041453+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2681}
{"ts": "2026-08-10T07:43:41.042512+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "arguments_preview": "{\"max_results\": 10, \"query\": \"\\\"Scatterbrain\\\" sparse low-rank attention Chen 2021 NeurIPS arXiv\"}"}
{"ts": "2026-08-10T07:43:43.525651+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "e16086a90051b43fc4a85d506caa3948", "method": "POST", "url": "https://api.tavily.com/search", "status": 200}
{"ts": "2026-08-10T07:43:43.526843+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "web_search", "ok": true, "duration_ms": 2483}
{"ts": "2026-08-10T07:44:42.236037+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "terminal", "arguments_preview": "{\"command\": \"mkdir -p /home/lenovo/.mini-hermes/experiments/control/pilot-01-sparse-attention/rep0/work\"}"}
{"ts": "2026-08-10T07:44:42.272447+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "terminal", "ok": true, "duration_ms": 35}
{"ts": "2026-08-10T07:46:16.616414+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "write_file", "arguments_preview": "{\"path\": \"/home/lenovo/.mini-hermes/experiments/control/pilot-01-sparse-attention/rep0/work/EXTENDED_REFERENCES.md\", \"content\": \"# Extended References - P.1 Sparse Attention\\n\\n## References\\n\\n[1] Ch"}
{"ts": "2026-08-10T07:46:16.617549+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "write_file", "ok": true, "duration_ms": 0}
{"ts": "2026-08-10T07:46:20.251526+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "read_file", "arguments_preview": "{\"path\": \"/home/lenovo/.mini-hermes/experiments/control/pilot-01-sparse-attention/rep0/work/EXTENDED_REFERENCES.md\"}"}
{"ts": "2026-08-10T07:46:20.252205+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "read_file", "ok": true, "duration_ms": 0}
{"ts": "2026-08-10T07:46:41.800200+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "terminal", "arguments_preview": "{\"command\": \"echo \\\"=== Year check (all must be >= 2019) ===\\\" && grep -oP '\\\\(\\\\d{4}\\\\)' /home/lenovo/.mini-hermes/experiments/control/pilot-01-sparse-attention/rep0/work/EXTENDED_REFERENCES.md | sor"}
{"ts": "2026-08-10T07:46:41.870879+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "terminal", "ok": true, "duration_ms": 69}
{"ts": "2026-08-10T07:46:46.333858+00:00", "level": "INFO", "logger": "mini_hermes", "event": "workflow_phase", "run_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "phase": "P1", "state": "contracted"}
{"ts": "2026-08-10T07:46:46.334655+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "gate_citation_check", "arguments_preview": "{\"workdir\": \"/home/lenovo/.mini-hermes/experiments/control/pilot-01-sparse-attention/rep0/work\", \"targets\": {\"year_threshold\": 2019, \"venues\": [\"arXiv\", \"NeurIPS\", \"ICML\", \"ICLR\", \"ACL\", \"EMNLP\", \"AAM"}
{"ts": "2026-08-10T07:46:47.243446+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "8bdaec3a12ef5f1b17867dbacdf1cbc9", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=1904.10509", "status": 200}
{"ts": "2026-08-10T07:46:48.153516+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "20c7f29e91a5a638499b2ff6637d964d", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2001.04451", "status": 200}
{"ts": "2026-08-10T07:46:48.937118+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "8aecca992c0bac903b3e60e8fe99cf68", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2004.05150", "status": 200}
{"ts": "2026-08-10T07:46:49.866435+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "3f86552a1e643f4deec74898404152cb", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2007.14062", "status": 200}
{"ts": "2026-08-10T07:46:50.813333+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "725eb5672c73355a8524af3b9fba5532", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2003.05997", "status": 200}
{"ts": "2026-08-10T07:46:51.712710+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "d25fa62c442f177ec71b192841a8c7fa", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2006.04768", "status": 200}
{"ts": "2026-08-10T07:46:52.483103+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "76d7007a3c49812868d072fc59771ef7", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2006.16236", "status": 200}
{"ts": "2026-08-10T07:46:53.371458+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "9fee5778aabd965b5b105b3ac625850a", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2009.14794", "status": 200}
{"ts": "2026-08-10T07:46:54.175570+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "142a5cd07cf17c9e0f41f81c9d601ce1", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2009.06732", "status": 200}
{"ts": "2026-08-10T07:46:55.164897+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "14a6c5cc423e2e213f9f06fa5a7bad47", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2005.00743", "status": 200}
{"ts": "2026-08-10T07:46:55.960189+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "9dbc7aeefb11c3ad65863e213a27c942", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2205.14135", "status": 200}
{"ts": "2026-08-10T07:46:56.746973+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "61b7c4d9f75ce3c079fc634cffea95e2", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2307.08691", "status": 200}
{"ts": "2026-08-10T07:46:57.668513+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "762bc43b30bffd7694d0058edfb3c98d", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2309.17453", "status": 200}
{"ts": "2026-08-10T07:46:58.452462+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "16a55167093caba95380e88b6f22e3ea", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2406.10774", "status": 200}
{"ts": "2026-08-10T07:46:59.365568+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "445d3b6c4bc30a952de7d0cea7e2f061", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2406.09827", "status": 200}
{"ts": "2026-08-10T07:47:00.474250+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "9d0c113ca532b08866751abefda8e62c", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2502.11089", "status": 200}
{"ts": "2026-08-10T07:47:01.490057+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "171350f8bf9e52776e79870c101ee481", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2007.04825", "status": 200}
{"ts": "2026-08-10T07:47:02.397278+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "6fb162641b4186c827f06ba8bb504ebf", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2002.11296", "status": 200}
{"ts": "2026-08-10T07:47:03.344040+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "9fe4cce3c418f912722e294a8e982456", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2110.15343", "status": 200}
{"ts": "2026-08-10T07:47:04.275490+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "e02bcd47eccf6373aa3e06a7e802c57e", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2004.08483", "status": 200}
{"ts": "2026-08-10T07:47:05.233664+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "265951ca7458c332abf7a05ab03889e4", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2105.03824", "status": 200}
{"ts": "2026-08-10T07:47:06.190420+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "d20eb9c6f795ff7733406e8861f40e3e", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2103.03206", "status": 200}
{"ts": "2026-08-10T07:47:06.962319+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "9cd6da2595d65199b452bb40792a9a90", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2106.13008", "status": 200}
{"ts": "2026-08-10T07:47:07.761829+00:00", "level": "INFO", "logger": "mini_hermes", "event": "cassette_record", "taskName": null, "cassette_key": "fa436306b669797c6ebba03b89d93c14", "method": "GET", "url": "https://export.arxiv.org/api/query?id_list=2201.12740", "status": 200}
{"ts": "2026-08-10T07:47:07.762948+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "gate_citation_check", "ok": true, "duration_ms": 21427}
{"ts": "2026-08-10T07:47:07.763745+00:00", "level": "INFO", "logger": "mini_hermes", "event": "gate_result", "run_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "gate": "G1", "phase": "P1", "passed": true, "retries": 0, "waived": false}
{"ts": "2026-08-10T07:47:07.764781+00:00", "level": "INFO", "logger": "mini_hermes", "event": "workflow_checkpoint", "run_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "phase": "P1", "next_phase": "P2"}
{"ts": "2026-08-10T07:47:11.132825+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_call", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "read_file", "arguments_preview": "{\"path\": \"/home/lenovo/.mini-hermes/experiments/control/pilot-01-sparse-attention/rep0/work/EXTENDED_REFERENCES.md\"}"}
{"ts": "2026-08-10T07:47:11.133598+00:00", "level": "INFO", "logger": "mini_hermes", "event": "tool_result", "session_id": "exp-control-pilot-01-sparse-attention-r0", "taskName": null, "tool_name": "read_file", "ok": true, "duration_ms": 0}
